diagnosis_code,cc,model_name
C7801,8,CMS-HCC ESRD Model V21
C7802,8,CMS-HCC ESRD Model V21
C781,8,CMS-HCC ESRD Model V21
C782,8,CMS-HCC ESRD Model V21
C7830,8,CMS-HCC ESRD Model V21
C7839,8,CMS-HCC ESRD Model V21
C784,8,CMS-HCC ESRD Model V21
C785,8,CMS-HCC ESRD Model V21
C786,8,CMS-HCC ESRD Model V21
C787,8,CMS-HCC ESRD Model V21
C7880,8,CMS-HCC ESRD Model V21
C7889,8,CMS-HCC ESRD Model V21
C7900,8,CMS-HCC ESRD Model V21
C7901,8,CMS-HCC ESRD Model V21
C7902,8,CMS-HCC ESRD Model V21
C7910,8,CMS-HCC ESRD Model V21
C7911,8,CMS-HCC ESRD Model V21
C7919,8,CMS-HCC ESRD Model V21
C792,10,CMS-HCC ESRD Model V21
C7931,8,CMS-HCC ESRD Model V21
C7932,8,CMS-HCC ESRD Model V21
C7940,8,CMS-HCC ESRD Model V21
C7949,8,CMS-HCC ESRD Model V21
C7951,8,CMS-HCC ESRD Model V21
C7952,8,CMS-HCC ESRD Model V21
C7960,8,CMS-HCC ESRD Model V21
C7961,8,CMS-HCC ESRD Model V21
C7962,8,CMS-HCC ESRD Model V21
C7963,8,CMS-HCC ESRD Model V21
C7970,8,CMS-HCC ESRD Model V21
C7971,8,CMS-HCC ESRD Model V21
C7972,8,CMS-HCC ESRD Model V21
C7981,10,CMS-HCC ESRD Model V21
C7982,10,CMS-HCC ESRD Model V21
C7989,8,CMS-HCC ESRD Model V21
C799,8,CMS-HCC ESRD Model V21
C7A00,12,CMS-HCC ESRD Model V21
C7A010,12,CMS-HCC ESRD Model V21
C7A011,12,CMS-HCC ESRD Model V21
C7A012,12,CMS-HCC ESRD Model V21
C7A019,12,CMS-HCC ESRD Model V21
C7A020,12,CMS-HCC ESRD Model V21
C7A021,12,CMS-HCC ESRD Model V21
C7A022,12,CMS-HCC ESRD Model V21
C7A023,12,CMS-HCC ESRD Model V21
C7A024,12,CMS-HCC ESRD Model V21
C7A025,12,CMS-HCC ESRD Model V21
C7A026,12,CMS-HCC ESRD Model V21
C7A029,12,CMS-HCC ESRD Model V21
C7A090,12,CMS-HCC ESRD Model V21
C7A091,12,CMS-HCC ESRD Model V21
C7A092,12,CMS-HCC ESRD Model V21
C7A093,12,CMS-HCC ESRD Model V21
C7A094,12,CMS-HCC ESRD Model V21
C7A095,12,CMS-HCC ESRD Model V21
C7A096,12,CMS-HCC ESRD Model V21
C7A098,12,CMS-HCC ESRD Model V21
C7A1,12,CMS-HCC ESRD Model V21
C7A8,12,CMS-HCC ESRD Model V21
C7B00,8,CMS-HCC ESRD Model V21
C7B01,8,CMS-HCC ESRD Model V21
C7B02,8,CMS-HCC ESRD Model V21
C7B03,8,CMS-HCC ESRD Model V21
C7B04,8,CMS-HCC ESRD Model V21
C7B09,8,CMS-HCC ESRD Model V21
C7B1,8,CMS-HCC ESRD Model V21
C7B8,8,CMS-HCC ESRD Model V21
C800,8,CMS-HCC ESRD Model V21
C801,12,CMS-HCC ESRD Model V21
C802,12,CMS-HCC ESRD Model V21
C8100,10,CMS-HCC ESRD Model V21
C8101,10,CMS-HCC ESRD Model V21
C8102,10,CMS-HCC ESRD Model V21
C8103,10,CMS-HCC ESRD Model V21
C8104,10,CMS-HCC ESRD Model V21
C8105,10,CMS-HCC ESRD Model V21
C8106,10,CMS-HCC ESRD Model V21
C8107,10,CMS-HCC ESRD Model V21
C8108,10,CMS-HCC ESRD Model V21
C8109,10,CMS-HCC ESRD Model V21
C8110,10,CMS-HCC ESRD Model V21
C8111,10,CMS-HCC ESRD Model V21
C8112,10,CMS-HCC ESRD Model V21
C8113,10,CMS-HCC ESRD Model V21
C8114,10,CMS-HCC ESRD Model V21
C8115,10,CMS-HCC ESRD Model V21
C8116,10,CMS-HCC ESRD Model V21
C8117,10,CMS-HCC ESRD Model V21
C8118,10,CMS-HCC ESRD Model V21
C8119,10,CMS-HCC ESRD Model V21
C8120,10,CMS-HCC ESRD Model V21
C8121,10,CMS-HCC ESRD Model V21
C8122,10,CMS-HCC ESRD Model V21
C8123,10,CMS-HCC ESRD Model V21
C8124,10,CMS-HCC ESRD Model V21
C8125,10,CMS-HCC ESRD Model V21
C8126,10,CMS-HCC ESRD Model V21
C8127,10,CMS-HCC ESRD Model V21
C8128,10,CMS-HCC ESRD Model V21
C8129,10,CMS-HCC ESRD Model V21
C8130,10,CMS-HCC ESRD Model V21
C8131,10,CMS-HCC ESRD Model V21
C8132,10,CMS-HCC ESRD Model V21
C8133,10,CMS-HCC ESRD Model V21
C8134,10,CMS-HCC ESRD Model V21
C8135,10,CMS-HCC ESRD Model V21
C8136,10,CMS-HCC ESRD Model V21
C8137,10,CMS-HCC ESRD Model V21
C8138,10,CMS-HCC ESRD Model V21
C8139,10,CMS-HCC ESRD Model V21
C8140,10,CMS-HCC ESRD Model V21
C8141,10,CMS-HCC ESRD Model V21
C8142,10,CMS-HCC ESRD Model V21
C8143,10,CMS-HCC ESRD Model V21
C8144,10,CMS-HCC ESRD Model V21
C8145,10,CMS-HCC ESRD Model V21
C8146,10,CMS-HCC ESRD Model V21
C8147,10,CMS-HCC ESRD Model V21
C8148,10,CMS-HCC ESRD Model V21
C8149,10,CMS-HCC ESRD Model V21
C8170,10,CMS-HCC ESRD Model V21
C8171,10,CMS-HCC ESRD Model V21
C8172,10,CMS-HCC ESRD Model V21
C8173,10,CMS-HCC ESRD Model V21
C8174,10,CMS-HCC ESRD Model V21
C8175,10,CMS-HCC ESRD Model V21
C8176,10,CMS-HCC ESRD Model V21
C8177,10,CMS-HCC ESRD Model V21
C8178,10,CMS-HCC ESRD Model V21
C8179,10,CMS-HCC ESRD Model V21
C8190,10,CMS-HCC ESRD Model V21
C8191,10,CMS-HCC ESRD Model V21
C8192,10,CMS-HCC ESRD Model V21
C8193,10,CMS-HCC ESRD Model V21
C8194,10,CMS-HCC ESRD Model V21
C8195,10,CMS-HCC ESRD Model V21
C8196,10,CMS-HCC ESRD Model V21
C8197,10,CMS-HCC ESRD Model V21
C8198,10,CMS-HCC ESRD Model V21
C8199,10,CMS-HCC ESRD Model V21
C8200,10,CMS-HCC ESRD Model V21
C8201,10,CMS-HCC ESRD Model V21
C8202,10,CMS-HCC ESRD Model V21
C8203,10,CMS-HCC ESRD Model V21
C8204,10,CMS-HCC ESRD Model V21
C8205,10,CMS-HCC ESRD Model V21
C8206,10,CMS-HCC ESRD Model V21
C8207,10,CMS-HCC ESRD Model V21
C8208,10,CMS-HCC ESRD Model V21
C8209,10,CMS-HCC ESRD Model V21
C8210,10,CMS-HCC ESRD Model V21
C8211,10,CMS-HCC ESRD Model V21
C8212,10,CMS-HCC ESRD Model V21
C8213,10,CMS-HCC ESRD Model V21
C8214,10,CMS-HCC ESRD Model V21
C8215,10,CMS-HCC ESRD Model V21
C8216,10,CMS-HCC ESRD Model V21
C8217,10,CMS-HCC ESRD Model V21
C8218,10,CMS-HCC ESRD Model V21
C8219,10,CMS-HCC ESRD Model V21
C8220,10,CMS-HCC ESRD Model V21
C8221,10,CMS-HCC ESRD Model V21
C8222,10,CMS-HCC ESRD Model V21
C8223,10,CMS-HCC ESRD Model V21
C8224,10,CMS-HCC ESRD Model V21
C8225,10,CMS-HCC ESRD Model V21
C8226,10,CMS-HCC ESRD Model V21
C8227,10,CMS-HCC ESRD Model V21
C8228,10,CMS-HCC ESRD Model V21
C8229,10,CMS-HCC ESRD Model V21
C8230,10,CMS-HCC ESRD Model V21
C8231,10,CMS-HCC ESRD Model V21
C8232,10,CMS-HCC ESRD Model V21
C8233,10,CMS-HCC ESRD Model V21
C8234,10,CMS-HCC ESRD Model V21
C8235,10,CMS-HCC ESRD Model V21
C8236,10,CMS-HCC ESRD Model V21
C8237,10,CMS-HCC ESRD Model V21
C8238,10,CMS-HCC ESRD Model V21
C8239,10,CMS-HCC ESRD Model V21
C8240,10,CMS-HCC ESRD Model V21
C8241,10,CMS-HCC ESRD Model V21
C8242,10,CMS-HCC ESRD Model V21
C8243,10,CMS-HCC ESRD Model V21
C8244,10,CMS-HCC ESRD Model V21
C8245,10,CMS-HCC ESRD Model V21
C8246,10,CMS-HCC ESRD Model V21
C8247,10,CMS-HCC ESRD Model V21
C8248,10,CMS-HCC ESRD Model V21
C8249,10,CMS-HCC ESRD Model V21
C8250,10,CMS-HCC ESRD Model V21
C8251,10,CMS-HCC ESRD Model V21
C8252,10,CMS-HCC ESRD Model V21
C8253,10,CMS-HCC ESRD Model V21
C8254,10,CMS-HCC ESRD Model V21
C8255,10,CMS-HCC ESRD Model V21
C8256,10,CMS-HCC ESRD Model V21
C8257,10,CMS-HCC ESRD Model V21
C8258,10,CMS-HCC ESRD Model V21
C8259,10,CMS-HCC ESRD Model V21
C8260,10,CMS-HCC ESRD Model V21
C8261,10,CMS-HCC ESRD Model V21
C8262,10,CMS-HCC ESRD Model V21
C8263,10,CMS-HCC ESRD Model V21
C8264,10,CMS-HCC ESRD Model V21
C8265,10,CMS-HCC ESRD Model V21
C8266,10,CMS-HCC ESRD Model V21
C8267,10,CMS-HCC ESRD Model V21
C8268,10,CMS-HCC ESRD Model V21
C8269,10,CMS-HCC ESRD Model V21
C8280,10,CMS-HCC ESRD Model V21
C8281,10,CMS-HCC ESRD Model V21
C8282,10,CMS-HCC ESRD Model V21
C8283,10,CMS-HCC ESRD Model V21
C8284,10,CMS-HCC ESRD Model V21
C8285,10,CMS-HCC ESRD Model V21
C8286,10,CMS-HCC ESRD Model V21
C8287,10,CMS-HCC ESRD Model V21
C8288,10,CMS-HCC ESRD Model V21
C8289,10,CMS-HCC ESRD Model V21
C8290,10,CMS-HCC ESRD Model V21
C8291,10,CMS-HCC ESRD Model V21
C8292,10,CMS-HCC ESRD Model V21
C8293,10,CMS-HCC ESRD Model V21
C8294,10,CMS-HCC ESRD Model V21
C8295,10,CMS-HCC ESRD Model V21
C8296,10,CMS-HCC ESRD Model V21
C8297,10,CMS-HCC ESRD Model V21
C8298,10,CMS-HCC ESRD Model V21
C8299,10,CMS-HCC ESRD Model V21
C8300,10,CMS-HCC ESRD Model V21
C8301,10,CMS-HCC ESRD Model V21
C8302,10,CMS-HCC ESRD Model V21
C8303,10,CMS-HCC ESRD Model V21
C8304,10,CMS-HCC ESRD Model V21
C8305,10,CMS-HCC ESRD Model V21
C8306,10,CMS-HCC ESRD Model V21
C8307,10,CMS-HCC ESRD Model V21
C8308,10,CMS-HCC ESRD Model V21
C8309,10,CMS-HCC ESRD Model V21
C8310,10,CMS-HCC ESRD Model V21
C8311,10,CMS-HCC ESRD Model V21
C8312,10,CMS-HCC ESRD Model V21
C8313,10,CMS-HCC ESRD Model V21
C8314,10,CMS-HCC ESRD Model V21
C8315,10,CMS-HCC ESRD Model V21
C8316,10,CMS-HCC ESRD Model V21
C8317,10,CMS-HCC ESRD Model V21
C8318,10,CMS-HCC ESRD Model V21
C8319,10,CMS-HCC ESRD Model V21
C8330,10,CMS-HCC ESRD Model V21
C8331,10,CMS-HCC ESRD Model V21
C8332,10,CMS-HCC ESRD Model V21
C8333,10,CMS-HCC ESRD Model V21
C8334,10,CMS-HCC ESRD Model V21
C8335,10,CMS-HCC ESRD Model V21
C8336,10,CMS-HCC ESRD Model V21
C8337,10,CMS-HCC ESRD Model V21
C8338,10,CMS-HCC ESRD Model V21
C8339,10,CMS-HCC ESRD Model V21
C8350,10,CMS-HCC ESRD Model V21
C8351,10,CMS-HCC ESRD Model V21
C8352,10,CMS-HCC ESRD Model V21
C8353,10,CMS-HCC ESRD Model V21
C8354,10,CMS-HCC ESRD Model V21
C8355,10,CMS-HCC ESRD Model V21
C8356,10,CMS-HCC ESRD Model V21
C8357,10,CMS-HCC ESRD Model V21
C8358,10,CMS-HCC ESRD Model V21
C8359,10,CMS-HCC ESRD Model V21
C8370,10,CMS-HCC ESRD Model V21
C8371,10,CMS-HCC ESRD Model V21
C8372,10,CMS-HCC ESRD Model V21
C8373,10,CMS-HCC ESRD Model V21
C8374,10,CMS-HCC ESRD Model V21
C8375,10,CMS-HCC ESRD Model V21
C8376,10,CMS-HCC ESRD Model V21
C8377,10,CMS-HCC ESRD Model V21
C8378,10,CMS-HCC ESRD Model V21
C8379,10,CMS-HCC ESRD Model V21
C8380,10,CMS-HCC ESRD Model V21
C8381,10,CMS-HCC ESRD Model V21
C8382,10,CMS-HCC ESRD Model V21
C8383,10,CMS-HCC ESRD Model V21
C8384,10,CMS-HCC ESRD Model V21
C8385,10,CMS-HCC ESRD Model V21
C8386,10,CMS-HCC ESRD Model V21
C8387,10,CMS-HCC ESRD Model V21
C8388,10,CMS-HCC ESRD Model V21
C8389,10,CMS-HCC ESRD Model V21
C8390,10,CMS-HCC ESRD Model V21
C8391,10,CMS-HCC ESRD Model V21
C8392,10,CMS-HCC ESRD Model V21
C8393,10,CMS-HCC ESRD Model V21
C8394,10,CMS-HCC ESRD Model V21
C8395,10,CMS-HCC ESRD Model V21
C8396,10,CMS-HCC ESRD Model V21
C8397,10,CMS-HCC ESRD Model V21
C8398,10,CMS-HCC ESRD Model V21
C8399,10,CMS-HCC ESRD Model V21
C8400,10,CMS-HCC ESRD Model V21
C8401,10,CMS-HCC ESRD Model V21
C8402,10,CMS-HCC ESRD Model V21
C8403,10,CMS-HCC ESRD Model V21
C8404,10,CMS-HCC ESRD Model V21
C8405,10,CMS-HCC ESRD Model V21
C8406,10,CMS-HCC ESRD Model V21
C8407,10,CMS-HCC ESRD Model V21
C8408,10,CMS-HCC ESRD Model V21
C8409,10,CMS-HCC ESRD Model V21
C8410,10,CMS-HCC ESRD Model V21
C8411,10,CMS-HCC ESRD Model V21
C8412,10,CMS-HCC ESRD Model V21
C8413,10,CMS-HCC ESRD Model V21
C8414,10,CMS-HCC ESRD Model V21
C8415,10,CMS-HCC ESRD Model V21
C8416,10,CMS-HCC ESRD Model V21
C8417,10,CMS-HCC ESRD Model V21
C8418,10,CMS-HCC ESRD Model V21
C8419,10,CMS-HCC ESRD Model V21
C8440,10,CMS-HCC ESRD Model V21
C8441,10,CMS-HCC ESRD Model V21
C8442,10,CMS-HCC ESRD Model V21
C8443,10,CMS-HCC ESRD Model V21
C8444,10,CMS-HCC ESRD Model V21
C8445,10,CMS-HCC ESRD Model V21
C8446,10,CMS-HCC ESRD Model V21
C8447,10,CMS-HCC ESRD Model V21
C8448,10,CMS-HCC ESRD Model V21
C8449,10,CMS-HCC ESRD Model V21
C8460,10,CMS-HCC ESRD Model V21
C8461,10,CMS-HCC ESRD Model V21
C8462,10,CMS-HCC ESRD Model V21
C8463,10,CMS-HCC ESRD Model V21
C8464,10,CMS-HCC ESRD Model V21
C8465,10,CMS-HCC ESRD Model V21
C8466,10,CMS-HCC ESRD Model V21
C8467,10,CMS-HCC ESRD Model V21
C8468,10,CMS-HCC ESRD Model V21
C8469,10,CMS-HCC ESRD Model V21
C8470,10,CMS-HCC ESRD Model V21
C8471,10,CMS-HCC ESRD Model V21
C8472,10,CMS-HCC ESRD Model V21
C8473,10,CMS-HCC ESRD Model V21
C8474,10,CMS-HCC ESRD Model V21
C8475,10,CMS-HCC ESRD Model V21
C8476,10,CMS-HCC ESRD Model V21
C8477,10,CMS-HCC ESRD Model V21
C8478,10,CMS-HCC ESRD Model V21
C8479,10,CMS-HCC ESRD Model V21
C847A,10,CMS-HCC ESRD Model V21
C8490,10,CMS-HCC ESRD Model V21
C8491,10,CMS-HCC ESRD Model V21
C8492,10,CMS-HCC ESRD Model V21
C8493,10,CMS-HCC ESRD Model V21
C8494,10,CMS-HCC ESRD Model V21
C8495,10,CMS-HCC ESRD Model V21
C8496,10,CMS-HCC ESRD Model V21
C8497,10,CMS-HCC ESRD Model V21
C8498,10,CMS-HCC ESRD Model V21
C8499,10,CMS-HCC ESRD Model V21
C84A0,10,CMS-HCC ESRD Model V21
C84A1,10,CMS-HCC ESRD Model V21
C84A2,10,CMS-HCC ESRD Model V21
C84A3,10,CMS-HCC ESRD Model V21
C84A4,10,CMS-HCC ESRD Model V21
C84A5,10,CMS-HCC ESRD Model V21
C84A6,10,CMS-HCC ESRD Model V21
C84A7,10,CMS-HCC ESRD Model V21
C84A8,10,CMS-HCC ESRD Model V21
C84A9,10,CMS-HCC ESRD Model V21
C84Z0,10,CMS-HCC ESRD Model V21
C84Z1,10,CMS-HCC ESRD Model V21
C84Z2,10,CMS-HCC ESRD Model V21
C84Z3,10,CMS-HCC ESRD Model V21
C84Z4,10,CMS-HCC ESRD Model V21
C84Z5,10,CMS-HCC ESRD Model V21
C84Z6,10,CMS-HCC ESRD Model V21
C84Z7,10,CMS-HCC ESRD Model V21
C84Z8,10,CMS-HCC ESRD Model V21
C84Z9,10,CMS-HCC ESRD Model V21
C8510,10,CMS-HCC ESRD Model V21
C8511,10,CMS-HCC ESRD Model V21
C8512,10,CMS-HCC ESRD Model V21
C8513,10,CMS-HCC ESRD Model V21
C8514,10,CMS-HCC ESRD Model V21
C8515,10,CMS-HCC ESRD Model V21
C8516,10,CMS-HCC ESRD Model V21
C8517,10,CMS-HCC ESRD Model V21
C8518,10,CMS-HCC ESRD Model V21
C8519,10,CMS-HCC ESRD Model V21
C8520,10,CMS-HCC ESRD Model V21
C8521,10,CMS-HCC ESRD Model V21
C8522,10,CMS-HCC ESRD Model V21
C8523,10,CMS-HCC ESRD Model V21
C8524,10,CMS-HCC ESRD Model V21
C8525,10,CMS-HCC ESRD Model V21
C8526,10,CMS-HCC ESRD Model V21
C8527,10,CMS-HCC ESRD Model V21
C8528,10,CMS-HCC ESRD Model V21
C8529,10,CMS-HCC ESRD Model V21
C8580,10,CMS-HCC ESRD Model V21
C8581,10,CMS-HCC ESRD Model V21
C8582,10,CMS-HCC ESRD Model V21
C8583,10,CMS-HCC ESRD Model V21
C8584,10,CMS-HCC ESRD Model V21
C8585,10,CMS-HCC ESRD Model V21
C8586,10,CMS-HCC ESRD Model V21
C8587,10,CMS-HCC ESRD Model V21
C8588,10,CMS-HCC ESRD Model V21
C8589,10,CMS-HCC ESRD Model V21
C8590,10,CMS-HCC ESRD Model V21
C8591,10,CMS-HCC ESRD Model V21
C8592,10,CMS-HCC ESRD Model V21
C8593,10,CMS-HCC ESRD Model V21
C8594,10,CMS-HCC ESRD Model V21
C8595,10,CMS-HCC ESRD Model V21
C8596,10,CMS-HCC ESRD Model V21
C8597,10,CMS-HCC ESRD Model V21
C8598,10,CMS-HCC ESRD Model V21
C8599,10,CMS-HCC ESRD Model V21
C860,10,CMS-HCC ESRD Model V21
C861,10,CMS-HCC ESRD Model V21
C862,10,CMS-HCC ESRD Model V21
C863,10,CMS-HCC ESRD Model V21
C864,10,CMS-HCC ESRD Model V21
C865,10,CMS-HCC ESRD Model V21
C866,10,CMS-HCC ESRD Model V21
C880,23,CMS-HCC ESRD Model V21
C882,10,CMS-HCC ESRD Model V21
C883,10,CMS-HCC ESRD Model V21
C884,10,CMS-HCC ESRD Model V21
C888,10,CMS-HCC ESRD Model V21
C889,10,CMS-HCC ESRD Model V21
C9000,9,CMS-HCC ESRD Model V21
C9001,9,CMS-HCC ESRD Model V21
C9002,9,CMS-HCC ESRD Model V21
C9010,9,CMS-HCC ESRD Model V21
C9011,9,CMS-HCC ESRD Model V21
C9012,9,CMS-HCC ESRD Model V21
C9020,9,CMS-HCC ESRD Model V21
C9021,9,CMS-HCC ESRD Model V21
C9022,9,CMS-HCC ESRD Model V21
C9030,10,CMS-HCC ESRD Model V21
C9031,10,CMS-HCC ESRD Model V21
C9032,10,CMS-HCC ESRD Model V21
C9100,8,CMS-HCC ESRD Model V21
C9101,8,CMS-HCC ESRD Model V21
C9102,8,CMS-HCC ESRD Model V21
C9110,10,CMS-HCC ESRD Model V21
C9111,10,CMS-HCC ESRD Model V21
C9112,10,CMS-HCC ESRD Model V21
C9130,10,CMS-HCC ESRD Model V21
C9131,10,CMS-HCC ESRD Model V21
C9132,10,CMS-HCC ESRD Model V21
C9140,10,CMS-HCC ESRD Model V21
C9141,10,CMS-HCC ESRD Model V21
C9142,10,CMS-HCC ESRD Model V21
C9150,10,CMS-HCC ESRD Model V21
C9151,10,CMS-HCC ESRD Model V21
C9152,10,CMS-HCC ESRD Model V21
C9160,10,CMS-HCC ESRD Model V21
C9161,10,CMS-HCC ESRD Model V21
C9162,10,CMS-HCC ESRD Model V21
C9190,10,CMS-HCC ESRD Model V21
C9191,10,CMS-HCC ESRD Model V21
C9192,10,CMS-HCC ESRD Model V21
C91A0,10,CMS-HCC ESRD Model V21
C91A1,10,CMS-HCC ESRD Model V21
C91A2,10,CMS-HCC ESRD Model V21
C91Z0,10,CMS-HCC ESRD Model V21
C91Z1,10,CMS-HCC ESRD Model V21
C91Z2,10,CMS-HCC ESRD Model V21
C9200,8,CMS-HCC ESRD Model V21
C9201,8,CMS-HCC ESRD Model V21
C9202,8,CMS-HCC ESRD Model V21
C9210,9,CMS-HCC ESRD Model V21
C9211,9,CMS-HCC ESRD Model V21
C9212,9,CMS-HCC ESRD Model V21
C9220,9,CMS-HCC ESRD Model V21
C9221,9,CMS-HCC ESRD Model V21
C9222,9,CMS-HCC ESRD Model V21
C9230,9,CMS-HCC ESRD Model V21
C9231,9,CMS-HCC ESRD Model V21
C9232,9,CMS-HCC ESRD Model V21
C9240,8,CMS-HCC ESRD Model V21
C9241,8,CMS-HCC ESRD Model V21
C9242,8,CMS-HCC ESRD Model V21
C9250,8,CMS-HCC ESRD Model V21
C9251,8,CMS-HCC ESRD Model V21
C9252,8,CMS-HCC ESRD Model V21
C9260,8,CMS-HCC ESRD Model V21
C9261,8,CMS-HCC ESRD Model V21
C9262,8,CMS-HCC ESRD Model V21
C9290,9,CMS-HCC ESRD Model V21
C9291,9,CMS-HCC ESRD Model V21
C9292,9,CMS-HCC ESRD Model V21
C92A0,8,CMS-HCC ESRD Model V21
C92A1,8,CMS-HCC ESRD Model V21
C92A2,8,CMS-HCC ESRD Model V21
C92Z0,9,CMS-HCC ESRD Model V21
C92Z1,9,CMS-HCC ESRD Model V21
C92Z2,9,CMS-HCC ESRD Model V21
C9300,8,CMS-HCC ESRD Model V21
C9301,8,CMS-HCC ESRD Model V21
C9302,8,CMS-HCC ESRD Model V21
C9310,9,CMS-HCC ESRD Model V21
C9311,9,CMS-HCC ESRD Model V21
C9312,9,CMS-HCC ESRD Model V21
C9330,9,CMS-HCC ESRD Model V21
C9331,9,CMS-HCC ESRD Model V21
C9332,9,CMS-HCC ESRD Model V21
C9390,9,CMS-HCC ESRD Model V21
C9391,9,CMS-HCC ESRD Model V21
C9392,9,CMS-HCC ESRD Model V21
C93Z0,9,CMS-HCC ESRD Model V21
C93Z1,9,CMS-HCC ESRD Model V21
C93Z2,9,CMS-HCC ESRD Model V21
C9400,8,CMS-HCC ESRD Model V21
C9401,8,CMS-HCC ESRD Model V21
C9402,8,CMS-HCC ESRD Model V21
C9420,8,CMS-HCC ESRD Model V21
C9421,8,CMS-HCC ESRD Model V21
C9422,8,CMS-HCC ESRD Model V21
C9430,9,CMS-HCC ESRD Model V21
C9431,9,CMS-HCC ESRD Model V21
C9432,9,CMS-HCC ESRD Model V21
C9440,8,CMS-HCC ESRD Model V21
C9441,8,CMS-HCC ESRD Model V21
C9442,8,CMS-HCC ESRD Model V21
C946,48,CMS-HCC ESRD Model V21
C9480,9,CMS-HCC ESRD Model V21
C9481,9,CMS-HCC ESRD Model V21
C9482,9,CMS-HCC ESRD Model V21
C9500,8,CMS-HCC ESRD Model V21
C9501,8,CMS-HCC ESRD Model V21
C9502,8,CMS-HCC ESRD Model V21
C9510,10,CMS-HCC ESRD Model V21
C9511,10,CMS-HCC ESRD Model V21
C9512,10,CMS-HCC ESRD Model V21
C9590,10,CMS-HCC ESRD Model V21
C9591,10,CMS-HCC ESRD Model V21
C9592,10,CMS-HCC ESRD Model V21
C960,10,CMS-HCC ESRD Model V21
C9620,10,CMS-HCC ESRD Model V21
C9621,10,CMS-HCC ESRD Model V21
C9622,10,CMS-HCC ESRD Model V21
C9629,10,CMS-HCC ESRD Model V21
C964,10,CMS-HCC ESRD Model V21
C965,10,CMS-HCC ESRD Model V21
C966,10,CMS-HCC ESRD Model V21
C969,10,CMS-HCC ESRD Model V21
C96A,10,CMS-HCC ESRD Model V21
C96Z,10,CMS-HCC ESRD Model V21
D030,12,CMS-HCC ESRD Model V21
D0310,12,CMS-HCC ESRD Model V21
D03111,12,CMS-HCC ESRD Model V21
D03112,12,CMS-HCC ESRD Model V21
D03121,12,CMS-HCC ESRD Model V21
D03122,12,CMS-HCC ESRD Model V21
D0320,12,CMS-HCC ESRD Model V21
D0321,12,CMS-HCC ESRD Model V21
D0322,12,CMS-HCC ESRD Model V21
D0330,12,CMS-HCC ESRD Model V21
D0339,12,CMS-HCC ESRD Model V21
D034,12,CMS-HCC ESRD Model V21
D0351,12,CMS-HCC ESRD Model V21
D0352,12,CMS-HCC ESRD Model V21
D0359,12,CMS-HCC ESRD Model V21
D0360,12,CMS-HCC ESRD Model V21
D0361,12,CMS-HCC ESRD Model V21
D0362,12,CMS-HCC ESRD Model V21
D0370,12,CMS-HCC ESRD Model V21
D0371,12,CMS-HCC ESRD Model V21
D0372,12,CMS-HCC ESRD Model V21
D038,12,CMS-HCC ESRD Model V21
D039,12,CMS-HCC ESRD Model V21
D1802,12,CMS-HCC ESRD Model V21
D320,12,CMS-HCC ESRD Model V21
D321,12,CMS-HCC ESRD Model V21
D329,12,CMS-HCC ESRD Model V21
D330,12,CMS-HCC ESRD Model V21
D331,12,CMS-HCC ESRD Model V21
D332,12,CMS-HCC ESRD Model V21
D333,12,CMS-HCC ESRD Model V21
D334,12,CMS-HCC ESRD Model V21
D337,12,CMS-HCC ESRD Model V21
D339,12,CMS-HCC ESRD Model V21
D352,12,CMS-HCC ESRD Model V21
D353,12,CMS-HCC ESRD Model V21
D354,12,CMS-HCC ESRD Model V21
D420,12,CMS-HCC ESRD Model V21
D421,12,CMS-HCC ESRD Model V21
D429,12,CMS-HCC ESRD Model V21
D430,12,CMS-HCC ESRD Model V21
D431,12,CMS-HCC ESRD Model V21
D432,12,CMS-HCC ESRD Model V21
D433,12,CMS-HCC ESRD Model V21
D434,12,CMS-HCC ESRD Model V21
D438,12,CMS-HCC ESRD Model V21
D439,12,CMS-HCC ESRD Model V21
D443,12,CMS-HCC ESRD Model V21
D444,12,CMS-HCC ESRD Model V21
D445,12,CMS-HCC ESRD Model V21
D446,12,CMS-HCC ESRD Model V21
D447,12,CMS-HCC ESRD Model V21
D45,48,CMS-HCC ESRD Model V21
D460,46,CMS-HCC ESRD Model V21
D461,46,CMS-HCC ESRD Model V21
D4620,46,CMS-HCC ESRD Model V21
D4621,46,CMS-HCC ESRD Model V21
D4622,46,CMS-HCC ESRD Model V21
D464,46,CMS-HCC ESRD Model V21
D469,46,CMS-HCC ESRD Model V21
D46A,46,CMS-HCC ESRD Model V21
D46B,46,CMS-HCC ESRD Model V21
D46C,46,CMS-HCC ESRD Model V21
D46Z,46,CMS-HCC ESRD Model V21
D471,48,CMS-HCC ESRD Model V21
D473,48,CMS-HCC ESRD Model V21
D474,46,CMS-HCC ESRD Model V21
D479,48,CMS-HCC ESRD Model V21
D47Z1,48,CMS-HCC ESRD Model V21
D47Z2,48,CMS-HCC ESRD Model V21
D47Z9,48,CMS-HCC ESRD Model V21
D496,12,CMS-HCC ESRD Model V21
D550,48,CMS-HCC ESRD Model V21
D551,48,CMS-HCC ESRD Model V21
D5521,48,CMS-HCC ESRD Model V21
D5529,48,CMS-HCC ESRD Model V21
D553,48,CMS-HCC ESRD Model V21
D558,48,CMS-HCC ESRD Model V21
D559,48,CMS-HCC ESRD Model V21
D560,48,CMS-HCC ESRD Model V21
D561,48,CMS-HCC ESRD Model V21
